username,source_freq_map
CSAWheels,"{'Facebook': 199, 'Google': 1}"
DaveJackson,"{'SocialBee.io v2': 72, 'Libsyn On-Publish': 38, 'Buffer': 23, 'Twitter Web App': 23, 'IFTTT': 17, 'TweetDeck': 12, 'Twitter Web Client': 10, 'Twitter for iPhone': 2, 'Nimble': 2, 'Story Chief': 1}"
youngandfree_x3,"{'Twitter for Android': 101, 'Twitter for iPhone': 46, 'Instagram': 19, 'Twitter Web Client': 12, 'Twitter Web App': 1, 'iOS': 1}"
DeniseBills,"{'Twitter for iPhone': 117, 'Facebook': 62, 'Mary Kay Publisher': 10, 'Instagram': 8, 'Twitter Web Client': 1, 'Twitter Web App': 1}"
MsParamedic,"{'Twitter for iPhone': 199, 'Twitter Web App': 1}"
iselenarock,"{'Twitter Web Client': 63, 'Twitter for Websites': 4}"
MWKFam5,"{'Twitter for iPhone': 136, 'Twitter for iPad': 23, 'Instagram': 21, 'Twitter Web App': 14, 'Twitter Web Client': 6}"
Sure_shhh,"{'Twitter Web Client': 118, 'Twitter for Android': 35, 'Mobile Web (M2)': 28, 'Nimbuzz Mobile': 9, 'Twitter for Websites': 4, 'Tweetian for Symbian': 3}"
ZinsMod,"{'Twitter for iPhone': 171, 'Twitter for Android': 11, 'Instagram': 8, 'Global Citizen Mobile App': 5, 'Twitter Web Client': 1, 'LinkedIn': 1}"
xmarkeith,{'Twitter for iPhone': 199}
KINGMARSHALLENT,"{'Google': 56, 'Ustream.TV': 40, 'erased858': 39, 'Twitter for Android': 25, 'Twitter Web Client': 16, 'My Photobucket': 13, 'Twitter for Websites': 11}"
sexton_nick,{'Twitter for iPhone': 197}
paytonMjohnson,{'Twitter Web Client': 11}
JaeNuvo,"{'Twitter for Android': 190, 'Instagram': 2, 'Twitter for iPad': 1}"
shotta4christ,"{'Twitter for Android': 127, 'Samsung Mobile': 33, 'Twitter Web Client': 14, 'Instagram': 11, 'Twitter for  Android': 5, 'Twitter for Websites': 1}"
rockshoMinn,{'rocksho': 200}
tiatiuteot,"{'Twitter for Android': 112, 'Twitter for BlackBerry®': 39, 'Twitter Web Client': 18, 'UberSocial for BlackBerry': 9, 'Instagram': 2}"
Buford129,"{'Twitter for iPhone': 135, 'Twitter Web App': 40, 'Twitter for iPad': 19, 'Twitter Web Client': 6}"
CSRIndex,"{'Hootsuite': 126, 'LinkedIn': 35, 'Twitter for Websites': 34, 'Twitter Web Client': 4, 'Mobile Web (M2)': 1}"
cizeradam,{'Periscope': 32}
ChrisGBarba,"{'Twitter for Android': 197, 'Twitter Web App': 3}"
gokulyjidoc,"{'Twitter Web Client': 103, 'Mobile Web (M2)': 60}"
TWillz17,"{'Twitter for BlackBerry®': 57, 'Twitter Web Client': 56, 'Twitter for iPhone': 37, 'Twitter for iPad': 24, 'Twitter Web App': 9, 'Twitter for Websites': 2, 'Tumblr': 1}"
DenaHurley,"{'Twitter for iPhone': 121, 'Instagram': 61, 'Twitter for Windows Phone': 11, 'Twitter Web Client': 2, 'Twitter Web App': 1, 'Twitter for Android': 1}"
MBLEASTPH,"{'Twitter Web Client': 146, 'Twitter for Android': 51, 'Twitition': 1, 'TwitLonger Beta': 1, 'Twitter for iPad': 1}"
Ceylo18,"{'Twitter for Android': 95, 'Twitter SMS': 52, 'Twitter Web Client': 10}"
thPatientPotter,"{'Twitter Web Client': 90, 'Twitter for Websites': 56, 'Pinterest': 40, 'Hootsuite': 4, 'Mobile Web': 3, 'Weebly App': 2, 'Facebook': 2, 'LinkedIn': 1, 'TweetMeme': 1, 'StumbleUpon': 1}"
jenelleapplebum,"{'Instagram': 150, 'Twitter for iPhone': 40, 'PicCollage iOS': 4, 'Twitter SMS': 2}"
jessreinoso,{'Twitter for iPhone': 199}
rockandchain,"{'Twitter Web Client': 144, 'Instagram': 8, 'Twitter for iPhone': 6}"
TaylorPelgrin,"{'Twitter for iPhone': 120, 'Instagram': 56, 'Vine - Make a Scene': 5}"
xiao_ru_nie,"{'Twitter Web Client': 134, 'Mobile Web': 49, 'Mobile Web (M2)': 2}"
AlenaGroopman,"{'Facebook': 158, 'Instagram': 42}"
GodComplexNovel,{'Hootsuite': 200}
wiwied_mahmud,"{'Twitter for Android': 128, 'Twitter Web Client': 45, 'Twitter for BlackBerry®': 25}"
ignacioFALBERTI,"{'Twitter Web App': 109, 'The Tweeted Times': 78, 'Twitter for Android': 13}"
ratnapramud,"{'fllwrs': 115, 'Path': 62, 'Echofon  Android': 17, 'Twitter for Android': 2, 'UberSocial for Android': 1, 'Twitter for BlackBerry®': 1, 'Twitter for BlackBerry': 1}"
SuburbanEasy,"{'Main Street Hub': 117, 'Facebook': 30, 'Twitter Web Client': 22, 'Google': 10, 'Twitter for iPhone': 9, 'LinkedIn': 9, 'Instagram': 1, 'Twitter Web App': 1, 'Yelp': 1}"
EdDriggsD7,"{'Twitter for iPhone': 88, 'Facebook': 59, 'Twitter Web Client': 29, 'Hootsuite': 14, 'iOS': 5, 'Seesmic': 2, 'Twitter for Websites': 1, 'Twitter Web App': 1, 'Camera on iOS': 1}"
SMO_Marketing,"{'TweetAdder v4': 145, 'Twitter for Android': 54}"
Ardisons15,"{'Twitter for Android': 176, 'Instagram': 11, 'Twitter Web Client': 3, 'Twitter for iPhone': 2, 'Twitter Web App': 1}"
BEN_YaHae,"{'Twitter for iPhone': 179, 'Twitter Web App': 11, 'Shopee_TH': 4, 'Instagram': 3}"
AromaVicky,{'Twitter Web Client': 200}
jcolemandesigns,{'Facebook': 200}
ClaireRogerson5,"{'Twitter for iPhone': 199, 'Twitter for iPad': 1}"
abe_yorke,"{'Twitter for Android': 180, 'Twitter Web App': 20}"
KatBeth14,"{'Twitter for Android': 179, 'Untappd': 12, 'Instagram': 6, 'Twitter Web Client': 2}"
Ms_Popelicious,"{'Twitter for iPhone': 143, 'Twitter for Android': 54}"
SeraPJFR,{'Twitter for Android': 186}
JackKay4,"{'Twitter for iPhone': 197, 'Twitter Web App': 1}"
UK_Racketball,"{'Twitter for iPhone': 126, 'TweetDeck': 61, 'Instagram': 6, 'Twitter Web Client': 5}"
VinnieSanchez,"{'Twitter for iPhone': 191, 'Instagram': 5, 'Twitter for Mac': 2}"
ItsSoElectric,"{'Tumblr': 157, 'Twitter Web Client': 42, 'Twitter for Websites': 1}"
apadilla,"{'Instagram': 76, 'Twitter for iPhone': 70, 'Twitter Web Client': 19, 'Twitter for Android': 17, 'Foursquare': 14, 'Blip.fm': 2, 'MobileRoadie': 1, 'Twitter for iPad': 1}"
brucegoldman,"{'Twitter Web Client': 197, 'Twitter Web App': 3}"
Paulas28,"{'Twitter Web Client': 66, 'erased_234897': 41, 'Twitter for Websites': 3, 'Twitpic': 2}"
counselheal,{'Facebook': 200}
Creole1Queen,"{'Instagram': 190, 'TweetCaster for Android': 7, 'Twitter for Android': 3}"
pensparkle,"{'Twitter for Android': 71, 'Instagram': 21, 'Twitter for iPhone': 17, 'Twitter for iPad': 15, 'iOS': 4, 'Superstar Life on iOS': 4}"
TopSeller3,{'TweetAdder v4': 200}
iStayHard_,{'Twitter for BlackBerry®': 200}
magentofeeds,"{'twitterfeed': 178, 'TweetDeck': 16, 'Hootsuite': 6}"
amandaczy,"{'Instagram': 136, 'Twitter for iPhone': 35, 'Twitter for BlackBerry®': 15, 'iOS': 7, 'Twitter for iPad': 5, 'Twitter Web Client': 2}"
alloygutter,{'Hootsuite': 200}
RollieJ,"{'Twitter Web App': 143, 'Twitter Web Client': 44, 'Twitter for iPad': 9, 'Twitter for Android': 4}"
connorwest98,"{'Twitter for iPhone': 192, 'Twitter for iPad': 8}"
fastcashvid,{'twitterfeed': 200}
dedastarburrst,"{'Twitter for Android': 152, '  HTC Peep': 38, 'Twitter SMS': 6, 'Twitter Web App': 1}"
Joshyu2,"{'Twitter for Android': 97, 'Twitter for iPhone': 92, 'Twitter Web Client': 5, 'Instagram': 3}"
Its_Inger,"{'Twitter for Android': 127, 'Twitter for iPhone': 68}"
hukes75,"{'Twitter for iPhone': 191, 'Instagram': 4, 'Thunderclap': 3, 'Twitter for iPad': 1}"
TriBusinessIntl,"{'Hootsuite Inc.': 98, 'Twitter Web Client': 76, 'Twitter Web App': 26}"
SeeMe_DoIt,"{'Twitter for iPhone': 152, 'Twitter Web App': 27, 'Instagram': 17, 'Twitter Web Client': 2}"
mackenzieMyhra,"{'Twitter SMS': 122, 'Twitter Web Client': 34, 'Siri_SanJose': 1}"
JenaHarley,"{'Instagram': 102, 'Twitter for iPhone': 58, 'Twitter for Android': 22, 'Vine - Make a Scene': 11, 'Twitter Web Client': 4, 'Safari on iOS': 1, 'Twitter Web App': 1, 'Bible': 1}"
jacqui_th,"{'Twitter for Android': 98, 'TweetDeck': 59, 'Twitter for iPhone': 28, 'Twitter Web Client': 11, 'Twitter for Websites': 2, 'iOS': 1}"
Juanma_goo,"{'Twitter for Android': 172, 'Twitter Web Client': 5, 'Twitter Web App': 1, 'Gleam Competition App': 1}"
NOTHEFACE,"{'Twitter Web Client': 105, 'Twitter for Android': 95}"
FluffyWindover,"{'Instagram': 81, 'Twitter Web Client': 45, '  HTC Peep': 2}"
BirdsOnBats94,"{'Twitter for iPhone': 109, 'Twitter Web Client': 54, 'Twitter Web App': 34}"
MrsEmilySykes,"{'Twitter Web Client': 57, 'Twitter for BlackBerry®': 50, 'Twitter for iPhone': 5}"
StanfordStudENT,"{'Hootsuite': 162, 'Twitter Web Client': 31, 'Twitter for iPhone': 5, 'Twitter for Websites': 2}"
RodneyKelvin,{'Twitter for iPhone': 111}
STUDIOEMG,"{'Facebook': 103, 'Twitter Web Client': 19, 'Land8Lounge.com': 2, 'Tumblr': 2}"
Doda127,{'Twitter for iPhone': 200}
Montaserelbakri,"{'Google': 73, 'Twitter for Websites': 45, 'Yahoo': 16, 'ReverbNation': 7, 'Twitter Web Client': 6}"
smsyeuthuong,"{'Twitter for BlackBerry®': 59, 'Buffer': 57, 'Twitter Web Client': 6, 'OpenBeak': 3}"
TazChg,"{'UberSocial for BlackBerry': 167, 'Twitter Web Client': 25, 'Foursquare': 7}"
marshynatt777,"{'Twitter for iPhone': 186, 'Instagram': 8}"
Souley,"{'Tweetbot for iΟS': 59, 'Twitter for iPhone': 57, 'Twitter for Android': 47, 'TweetDeck': 21, 'Facebook': 5, 'Instagram': 1, 'Choqok': 1, 'Twitter Web Client': 1}"
sjshowsg,"{'Twitter Web Client': 110, 'Twitter Web App': 39, 'Plume for Android': 28, 'Twitpic': 11, 'Facebook': 6, 'Twitter for iPhone': 3, 'Twitlonger': 1}"
Minimalsoul,"{'Facebook': 197, 'Twitter Web Client': 2, 'Twitter for Websites': 1}"
AngelicaCattafi,"{'Ask.fm': 174, 'Twitter for iPhone': 18, 'Twitter SMS': 4, 'Livestream Twitcam': 2, 'Twitter for Websites': 1, 'Mobile Web': 1}"
mattyice8885,"{'Twitter Web Client': 58, 'Twitter for iPhone': 54, 'Words With Friends Free': 15, 'Twitter for Websites': 9, '  HTC Peep': 4, 'TweetMeme': 2}"
KsushaDorozhey,"{'Twitter for iPhone': 192, 'Twitter for iPad': 1}"
lagrace625,"{'Twitter for iPhone': 150, 'Twitter Web Client': 2, 'Instagram': 1, 'Twitter for Websites': 1}"
taylorcozaddd,"{'Twitter for iPhone': 110, 'Twitter for iPad': 17, 'Twitter for Android Tablets': 6, 'Twitter for Android': 3, 'Instagram': 1}"
YokieroDRAKE,"{'Twitter Web Client': 120, 'Mobile Web': 6, 'Twitter for iPhone': 2}"
NinaRajovic,"{'Twitter for iPhone': 71, 'Twitter Web Client': 5, 'Twitter Web App': 3}"
AkhilMalhotra,"{'Twitter for iPhone': 194, 'Instagram': 4, 'Twitter Web App': 1, 'Twitter Web Client': 1}"
nursenas,"{'Twitter for Android': 63, 'Twitter for iPhone': 45, 'Foursquare': 38, 'Twitter for iPad': 24, 'Instagram': 10, 'Twitter Web Client': 8, 'Twitter for Websites': 4, 'Yelp': 4, 'iOS': 2, 'TweetChat': 1, 'Camera+\u200b on iOS': 1}"
MotunBanks,"{'Twitter for BlackBerry®': 102, 'Twitter Web Client': 62, 'Hulkshare': 15, 'Twitter for iPhone': 8, 'Twitter for iPad': 5, 'Photos on iOS': 3, 'Mobile Web (M2)': 2, 'Instagram': 1}"
Runabout1958,"{'Twitter for Android Tablets': 192, 'Twitter Web Client': 3}"
RealtorDerekS,"{'Twitter Web Client': 80, 'Twitter for iPhone': 67, 'Twitter for Websites': 26, 'Twitter for iPad': 20, 'LinkedIn': 4, 'Twitter Web App': 3}"
BogwoppitFee,{'Twitter for iPhone': 200}
PeteyPicasso,"{'Twitter for Android': 195, 'Instagram': 1, 'PlayStation(R)4': 1, 'Twitter Web Client': 1}"
RockHardVirgo,"{'Twitter Web Client': 178, 'Mobile Web (M2)': 14}"
bieberrgottswag,"{'Twitter for iPhone': 120, 'Twitter Web Client': 44, 'Twitter SMS': 15}"
BTShiii,"{'Twitter for Android': 191, 'Twitter SMS': 3, 'Twitter for Websites': 1, 'Facebook': 1}"
aRoseinLove,"{'Twitter for BlackBerry®': 121, 'Twitter Web Client': 47, 'Twitter for Android': 16, 'the Photo Booth': 2, 'Twitter for Websites': 1, 'Path': 1}"
theusualrubbish,"{'Twitter for iPhone': 177, 'iOS': 12}"
docmalene23,"{'Instagram': 180, 'Twitter for iPhone': 10, 'Twitter for Android': 9, 'Twitter for iPad': 1}"
IKilled_Santa,"{'Facebook': 144, 'Twitter Web Client': 31, 'Twitter Web App': 8, 'Twitter for Android': 6, 'Twitter for iPhone': 4, 'Twitter for Websites': 3, 'Instagram': 1, 'iOS': 1}"
MHornsby16,"{'Twitter for iPhone': 199, 'Instagram': 1}"
MicHeLle_BaLi,"{'Twitter for BlackBerry®': 183, 'Twitter Web Client': 11, 'Twitter for Websites': 3}"
MaguireColm,"{'Twitter Web Client': 146, 'WordPress.com': 49, 'Google': 3, 'Twitter Web App': 2}"
ambermonet_j,"{'Twitter for Android': 105, 'Twitter for iPhone': 69, 'Twitter Web Client': 23, 'Twitter for Websites': 1}"
lovecatman,"{'ついっぷる for Android': 153, 'Twitter Web Client': 42, 'Twitter for Websites': 3}"
Symph0nic_Luv,"{'UberSocial for BlackBerry': 138, 'Mobile Web': 49, 'Twitter Web Client': 11, 'Twitter for BlackBerry®': 2}"
iHadri,"{'Path': 193, 'Twitter Web Client': 4, 'Instagram': 2, 'Twitter for Android': 1}"
marymason10,{'Twitter Web Client': 184}
Hillarysantus,"{'Twitter for Android': 160, 'LinkedIn': 3, 'Twitter for BlackBerry®': 1}"
von_Erica,"{'Twitter Web Client': 109, 'Twitter for BlackBerry®': 47, 'Twitter for iPhone': 9, 'Twitter for Websites': 1}"
BrianHunterGO,"{'Instagram': 156, 'Twitter for iPhone': 34, 'YouVersion': 8, 'Twitter SMS': 1, 'iOS': 1}"
paramjitbishand,"{'Twitter Web Client': 157, 'Twitter Web App': 42}"
ChaosValkyrie,"{'Instagram': 63, 'Twitter Web Client': 37, 'Tumblr': 34, 'Twitter for Android': 27, 'Dynamic Signal': 22, 'Twitter Web App': 8, 'Gofobo Interactions': 3, 'Whisper_App': 2}"
FindingTruth58,"{'TweetDeck': 150, 'Twitter Web Client': 35, 'Twitter for BlackBerry®': 9, 'Twitter for Websites': 1, 'Twitter Web App': 1}"
marcmcguinness,{'Twitter for iPhone': 196}
toddx,"{'Twitter for iPhone': 190, 'Twitter Web App': 6, 'Foursquare': 3}"
itsgravybaby,{'Twitter for iPhone': 200}
Dreamyworld_,{'Twitter for iPhone': 198}
kebraymundo,"{'Twitter Web Client': 98, 'Mobile Web': 7, 'Mobile Web (M2)': 1, 'EpicHearts': 1, 'Twitter for Websites': 1}"
jeremetcalf,"{'Twitter for iPhone': 109, 'Buffer': 64, 'Twitter Web App': 21, 'Instagram': 6}"
SoOoO_AhMazing,"{'Twitter for Android': 109, 'Twitter for iPhone': 65, 'Twitter SMS': 7, 'Twitter Web Client': 3, 'Photos on iOS': 3, 'Instagram': 1, 'Pinterest on iOS': 1, 'iOS': 1}"
CouponCocktail,"{'Facebook': 66, 'Twitter Web Client': 59, 'Twitter for Websites': 3, 'Hootsuite': 3, 'Safari on iOS': 1, 'ShareThis.com': 1}"
kelseyevansx,{'Twitter Web Client': 136}
HannahJoKnows,{'Twitter for iPhone': 199}
Glacier54,"{'Twitter for Android': 129, 'Twitter Web Client': 28, 'Plume for Android': 3, '  HTC Peep': 2, 'Twitter for Websites': 1}"
Fangaorne,"{'Twitter for Android': 19, 'TweetDeck': 18, 'Twitter Web Client': 13, 'Twitter Web App': 1}"
SophieloveuxS,"{'Twitter for Android': 172, '  HTC Peep': 23, 'Twitter Web Client': 1, 'Mobile Web': 1}"
ahhmunduh,"{'Foursquare': 112, 'Untappd': 47, 'Twitter for iPhone': 29, 'ipsy Official': 6, 'Twitter Web App': 4, 'Yelp': 2}"
suthichai,"{'Twitter for iPhone': 180, 'Paper.li': 19, 'Twitter Web Client': 1}"
BeccaJ306,"{'Twitter for iPhone': 90, 'Tumblr': 73, 'Instagram': 22, 'Twitter for Android': 3, 'Twitter for Websites': 2, 'Twitter Web Client': 2, 'Tumblr on iOS': 2, 'TicketLeap': 1, 'Vine for Android': 1}"
xitsjamie_,{'Twitter Web Client': 183}
tr3sixxx,"{'Twitter SMS': 146, 'Twitter for iPhone': 19, 'Twitter for Android': 11, 'Echofon': 9, 'Twitter for Windows Phone': 6, 'Zynga Games': 5, 'Twitter Web Client': 3, 'Mobile Web': 1}"
briansingler,"{'TweetDeck': 38, 'Twitter for iPad': 29, 'Twitter for Mac': 27, 'Twitter Web Client': 19, 'Flipboard': 15, 'Pulse News': 13, 'Twitter for iPhone': 5, 'Cortex': 3, 'erased114357': 2, 'My Top Followers in 2010': 1}"
ZeusB_TH,"{'Twitter Web Client': 197, 'Twitter for Websites': 1, 'O Music Awards': 1}"
piff_muzik,"{'Facebook': 90, 'Twitter Web Client': 84, 'Twitter for BlackBerry®': 5, 'Twitter for Websites': 2, 'Instagram': 1}"
js_ade,{'Twitter for BlackBerry®': 200}
krysie_89,"{'Twitter for Android': 196, 'Bible': 1}"
NayiraAbo,"{'Twitter Web Client': 137, 'Twitter for Android': 43, 'Twitter for Websites': 9, 'Pinterest': 3}"
BarbaraQuinn,"{'Twitter for Android': 197, 'Twitter Web Client': 2, 'Twitter Web App': 1}"
eDamak,"{'Twitter for iPhone': 134, 'Instagram': 60, 'Google': 4, 'Twitter for iPad': 2}"
EdwardWalk17,"{'Ping.fm': 89, 'Hootsuite': 83}"
SteviCheyenne,{'Twitter for iPhone': 186}
Carrxxx,"{'Twitter for Android': 128, 'Twitter for Android Tablets': 32, 'Twitter for iPhone': 25, 'Twitter Web Client': 4}"
mimirurukuku,"{'Twitter for iPhone': 177, 'The Tribez on iOS': 21, '#クリスマスボックス': 1}"
samtrumbore,"{'Twitter for Android': 130, 'twitterfeed': 45, 'WordPress.com': 9, 'Twitter Web Client': 6, 'Hootsuite': 3, 'Twitter for Websites': 3, 'Twitter Web App': 3, 'Sprint Reader Full ver.': 1}"
LynnSessions,"{'Twitter for iPhone': 171, 'Twitter Web Client': 27}"
ItsMeKiyoka,"{'Twitter for iPhone': 173, 'Twitter Web App': 11, 'Twitter for Android': 1}"
nkotbjkgirl,"{'TweetDeck': 191, 'Twitter for Websites': 7}"
coffer52,"{'Twitter for Android': 175, 'IFTTT': 25}"
scott_mcvey,{'Twitter for Android': 17}
hellopandapanda,"{'Twitter Web Client': 198, 'Mobile Web': 2}"
DmiLlz516,"{'Twitter for iPhone': 106, 'Instagram': 64, 'Tumblr': 14, 'Twitter Web App': 10, 'Twitter Web Client': 3, 'GOAT - Sneaker Marketplace': 1, 'Yelp': 1}"
Its_Erickaa,{'Twitter for iPhone': 194}
King_Richiee,"{'Twitter for iPhone': 191, 'Twitter Web Client': 1}"
ayahhi,"{'Twitter for iPhone': 199, 'Twitter Web App': 1}"
oznapitzalyssa,"{'Twitter for iPhone': 180, 'Instagram': 1}"
amiilutfianii,"{'Ask.fm': 192, 'Twitter Web App': 3, 'Mobile Web (M2)': 2, 'Instagram': 1, 'Twitter for Android': 1}"
daniella_cz,"{'Twitter for BlackBerry®': 148, 'Twitter for iPhone': 42, 'Twitter Web Client': 4, 'Twitter for iPad': 1}"
sealsboy,"{'Twitter for iPhone': 160, 'Twitter for Android': 11}"
deeadavisbk,{'Twitter for iPhone': 199}
WheresAnt,"{'Twitter for Android': 121, 'Twitter Web Client': 4, 'Xbox One Social': 1}"
honey193,{'Twitter for Android': 198}
Ryan_Brannam,"{'Foursquare': 77, 'Twitter for Android': 22, 'Twitter for Websites': 3, 'Twitter Web Client': 1}"
FarahMokhtar91,"{'erased994719': 109, 'Twitter for Android': 81, 'Twitter Web Client': 6, 'Twitter Web App': 1}"
ShannonRose95,{'Twitter for iPhone': 193}
trashchambs,"{'Twitter for iPhone': 197, 'Twitter Web Client': 2}"
happenbiz,"{'Twitter Web Client': 148, 'Twitter for Websites': 26, 'Hootsuite': 13, 'Quora': 5, 'GoArticles': 3, 'Hootsuite Inc.': 2, 'TweetDeck': 2, 'T2D Plug': 1}"
AdeyElectronics,"{'Twitter Web Client': 120, 'Twitter for Android': 38, 'Twitter for Websites': 26, 'Google': 7, 'Twitter for BlackBerry': 3, 'Hootsuite': 3, 'Mailchimp': 2, 'Twitter Web App': 1}"
Dribzyfaii,"{'Twitter for Android': 186, 'Twitter Web App': 11}"
WillSotelo,"{'Twitter for iPhone': 188, 'Twitter for Android': 9}"
tnengland,"{'Twitter for iPhone': 164, 'Instagram': 27, 'Twitter Web Client': 3, 'erased1386461': 3}"
Mr_briggs16,"{'Twitter for iPhone': 136, 'Twitter Web Client': 15, 'Twitter Web App': 13, 'Twitter for Android': 9, 'Twitter for iPad': 3}"
JeffCraw4d,"{'Twitter for iPhone': 131, 'TweetDeck': 55, 'Twitter Web App': 6, 'Twitter for iPad': 3, 'Twitter Web Client': 3, 'Twitter for Mac': 2}"
LulReesee,"{'Twitter Web Client': 152, 'Twitter for Android': 45}"
DulcetVintage,"{'Twitter for Websites': 71, 'Tumblr': 39, 'Twitter Web Client': 17, 'Shopcastr': 11, 'Hootsuite': 8}"
luckypay247,{'Twitter for iPhone': 199}
rinnyhafid,"{'Path': 77, 'Instagram': 71, 'Twitter for Android': 27, 'Twitter for iPhone': 25}"
mizanurk,"{'Twitter for iPhone': 147, 'Twitter Web App': 27, 'Facebook': 23, 'Twitter Web Client': 2, 'LinkedIn': 1}"
LifeAs_Tiaa,{'Twittascope': 200}
DoubleTrubz,"{'Twitter Web Client': 74, 'SoundCloud': 72, 'Twitter for Android': 39, 'Instagram': 7, 'ReverbNation': 5, 'Google': 3}"
Kimberelyfb5,{'TweetDeck': 147}
CieriMedia,"{'Facebook': 89, 'Twitter Web Client': 57, 'Twitter for iPhone': 44, 'iOS': 2, 'Instagram': 1, 'Twitter for Websites': 1, 'Twitter Web App': 1}"
LoveBeckyyyy,{'Twitter for iPhone': 173}
RossmaryCajo,"{'Facebook': 158, 'Twitter for Android': 32, 'Twitter Web App': 3}"
queenren,"{'Twitter Web Client': 156, 'Twitter for Websites': 1, 'Twitter Web App': 1}"
SherrifAttia,"{'Twitter Web Client': 98, 'Twitter for iPhone': 66, 'Twitter for Websites': 21, 'Twitter for iPad': 6, 'YouTube on iOS': 3, 'Safari on iOS': 1, 'Twitter for Android': 1, 'Mobile Web': 1, 'LiveProfile': 1}"
Adrian8532,"{'Twitter Web Client': 172, 'Twitter for Websites': 26}"
tweetmarkie,"{'Echofon': 131, 'Twitter Web Client': 16, 'Twitter for iPhone': 12, 'TellyApp': 1, 'Twitter for Websites': 1}"
Bravo_Eddie,"{'fllwrs': 127, 'Twitter for iPhone': 66, 'Twitter for Android': 2, 'Instagram': 1}"
tharealbizzness,{'Twitter for Android': 200}
mpickerel,"{'Twitter for Android': 151, 'Twitter Web App': 46, 'Twitter Web Client': 1}"
Niecooolee,"{'Twitter for iPhone': 174, 'Twitter SMS': 5, 'ipsy Official': 3}"
yanivipeia,"{'Twitter for Android': 160, 'Twitter for  Android': 26, 'Instagram': 9, 'Twitter Web Client': 1}"
andyjneale,"{'Twitter for iPhone': 108, 'Instagram': 26, 'iOS': 20, 'Mobile Web': 3, 'Twitter for iPad': 2}"
xcutiechicx,"{'Twitter Web Client': 199, 'Samsung Mobile': 1}"
RizqiAbdGeordie,"{'Twitter for Android': 136, 'Path': 53, 'Instagram': 4, 'Twitter Web Client': 3}"
DeenaPrior,"{'Twitter for iPhone': 71, 'TwitBird': 21, 'Twitter Web Client': 12, 'Twitter for iPad': 1, 'Twitter for Android': 1}"
Ickyvicki_ewew,"{'Twitter for iPhone': 197, 'Twitter Web App': 1}"
ActualMe,{'Twitter for iPad': 200}
cathmcc20,"{'Twitter for iPhone': 180, 'Twitter for iPad': 6, 'Twitter for BlackBerry®': 2, 'Twitter Web Client': 2, 'Photos on iOS': 1}"
JAPlumbing,"{'Twitter Web Client': 79, 'erased183885': 58, 'Twitter for iPhone': 2}"
lyfeovshyne,"{'Twitter for Android': 191, 'Vine for Android': 3}"
Ellie_Howard7,{'Twitter for iPhone': 195}
neilsumner123,"{'Twitter Web Client': 162, 'Twitter Web App': 25, 'Twitter for Android': 7, 'Twitter for Websites': 5, 'Thunderclap': 1}"
JackiRodikis,"{'Echofon': 77, 'Facebook': 73, 'Twitter Web Client': 21, 'Tumblr': 8, 'Twitter for iPhone': 8, 'Twitter for Websites': 2}"
IndaJECTS510,"{'twidroyd (original)': 120, 'TweetCaster': 24, 'Twitter for iPhone': 16, 'Plume for Android': 15, 'Echofon  Android': 12, 'Twitter Web Client': 6, '  HTC Peep': 3, 'erased11433': 1}"
