username,userid,nFollowers,nFollowings,FollowersToFollowing,nLists,nFavs,nPosts,geo,location,url,description,verified,bot_in_name,bot_in_des,fav_tweets,fav_retweets,fav_replies,ret_tweets,ret_retweets,ret_replies,pop_fav_tweets,pop_fav_retweets,pop_fav_replies,pop_ret_tweets,pop_ret_retweets,pop_ret_replies,nPostMention,nPostQuote,nPostPlace,Tavg,age,screen_name_len
Shutterstock,14516920,289153,726,398.2823691460055,3518,12148,33873,1,1,1,1,1,0,0,1404,0,31,397,12,6,0.014540483440004972,0.0,0.0006469655229985809,0.004111518465585451,0.01652892561983471,0.0001252191334835963,80,0,0,11284.675,56145799.0,12
Blissful_Eats,414416233,1594,1667,0.9562087582483503,56,693,9235,0,1,1,1,0,0,0,26,0,0,7,0,0,7.798440311937613e-05,,,2.0995800839832035e-05,,,45,0,0,31045.11,168570846.0,13
americacredit,568815176,160,0,,171,0,250104,0,1,1,1,0,0,0,4,0,0,1,0,0,,,,,,,1,0,0,575.065,183014093.0,13
TV_Trax,15856550,790,432,1.8287037037037037,36,1,47322,0,1,0,1,0,0,0,8,0,0,2,0,0,9.259259259259259e-05,,,2.3148148148148147e-05,,,0,0,0,4711.37,65830237.0,7
click88sure,1257260767,534,9,59.333333333333336,206,63,237481,0,0,0,1,0,0,0,9,0,0,22,0,0,0.005,,,0.012222222222222223,,,0,0,0,444.74,210006778.0,11
lifessubatomic,894347986028900353,1,63,0.015873015873015872,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0.005291005291005291,,,0.0,,,0,0,0,981651.6666666666,349142550.0,14
Geek_Initiative,3075666026,933,820,1.1378048780487804,46,66,10939,0,0,0,1,0,0,0,15,0,1,7,534,0,9.577320904099093e-05,0.0,0.0012195121951219512,4.46941642191291e-05,0.08140243902439025,0.0,10,0,0,169347.445,273275190.0,15
fetchfind,1549120147,2719,2809,0.9679601281594874,212,18635,25444,1,1,1,1,0,0,0,105,0,0,19,0,0,0.0001897454339116654,,0.0,3.433488804115849e-05,,0.0,84,0,0,229315.97,219359113.0,9
HighTechPlanet,1323123570,1431,1374,1.0414847161572052,90,11,90801,0,0,0,0,0,0,0,6,0,0,2,0,0,2.1834061135371177e-05,,,7.2780203784570594e-06,,,0,0,0,530042.88,212009872.0,14
CaronHohner,2814840025,461,0,,965,897,89384,0,0,1,1,0,0,0,11,0,0,1,345,0,,,,,,,69,3,0,505.0923913043478,258033133.0,11
SML2020,2402769385,646,580,1.1137931034482758,21,1539,5804,1,1,1,1,0,0,0,2,0,0,2,166,0,1.7683465959328027e-05,0.0,,1.7683465959328027e-05,0.057241379310344835,,6,1,0,514079.92,242546660.0,7
WFWildcats,59152510,2835,372,7.620967741935484,34,562,13883,1,1,1,1,0,0,0,840,0,1,141,0,0,0.01152073732718894,,0.0006720430107526882,0.001933838051349572,,0.0,45,2,0,14766.39,95354406.0,10
TCGJobs,793777357,744,7,106.28571428571429,1524,0,760,1,0,1,1,0,0,0,10,0,0,6,0,0,0.0071428571428571435,,,0.004285714285714286,,,0,0,148,28993.925,193495011.0,7
thebiglead,343638363,37202,1452,25.62121212121212,847,131,120753,1,0,1,1,1,0,0,496,0,0,167,136,0,0.0018872806416754182,0.0,,0.0006354352160479734,0.004929679570827896,,65,3,0,3505.655,158880586.0,10
WonderRhythm,27825714,473,659,0.7177541729893778,36,269,8031,1,1,1,0,0,0,0,194,0,12,20,174,3,0.0018060455979965928,0.0,0.0008671146759158899,0.00018619026783470028,0.016502276176024278,0.00021677866897897247,80,3,93,393226.965,85558114.0,12
anneaviel,109344781,5230,291,17.972508591065292,112,3788,173490,0,1,1,1,0,0,0,535,0,42,55,504814,0,0.0875470463099329,0.0,0.004655803126039242,0.009000163639338896,12.131160935284647,0.0,174,13,0,120047.75384615385,111784324.0,9
DallasTX_News,381533090,2592,0,,123,0,199759,0,1,1,1,0,0,0,20,0,0,22,0,0,,,,,,,0,0,0,2445.74,164297176.0,13
Marit433,314207093,25,29,0.8620689655172413,0,1,714,0,0,0,1,0,0,0,4,0,0,3,3371,0,0.0008462026655383964,0.0,,0.0006346519991537974,3.14165890027959,,54,0,0,446456.84,154734676.0,8
MSSociety_Brant,916912476,433,516,0.8391472868217055,10,6,1593,1,1,1,1,0,0,0,26,0,0,7,0,0,0.00025193798449612404,,,6.782945736434109e-05,,,2,0,0,139531.125,198769608.0,15
AGROWN1,2557546416,777,1060,0.7330188679245283,55,524,4473,0,1,1,1,0,0,0,25,0,0,13,26098,0,0.00013873473917869035,0.0,,7.214206437291898e-05,0.820691823899371,,113,0,0,33264.095,249427648.0,7
EMA_radio1,25552593,38574,33918,1.1372722448257562,655,9176,99472,1,1,1,1,0,0,0,68,0,6,38,1185570,1,2.673113587672229e-05,0.0,1.1056076419600212e-05,1.4937987695815399e-05,0.3426863404126908,1.842679403266702e-06,118,65,0,307654.2538860104,84653248.0,10
PaloAltoNews,397088224,2143,419,5.114558472553699,141,22,52994,0,1,1,1,0,0,0,53,0,0,18,0,0,0.0006324582338902148,,,0.00021479713603818614,,,34,7,0,96020.435,166517689.0,12
AussiBodySecret,2199395154,305,295,1.0338983050847457,51,0,149802,0,1,1,1,0,0,0,4,0,0,1,0,0,6.779661016949152e-05,,,1.694915254237288e-05,,,0,0,0,28562.575,231767624.0,15
TRSMRyersonU,277012501,6336,737,8.597014925373134,196,9474,16470,1,1,1,1,0,0,0,143,0,0,77,289,0,0.0017800903738189784,0.0,,0.0009585102012871422,0.004309123712108787,,117,14,0,41028.6,149006319.0,12
cafbtx,745471949757788161,9,93,0.0967741935483871,0,0,46,0,1,1,0,0,0,0,8,0,0,1,0,0,0.0018700327255726974,,,0.00023375409069658717,,,0,0,0,320194.54347826086,313647738.0,6
AceValour,444138073,410,985,0.41624365482233505,8,6415,9773,0,1,1,1,0,0,0,54,0,82,1,60018,1,0.0010152284263959391,0.0,0.0006713607335844113,1.880052641473961e-05,2.7696354407014305,8.187326019322089e-06,149,13,0,39845.4,171673700.0,9
newyorkbuzztap,27149896,10524,39,269.84615384615387,305,0,30573,0,1,1,1,0,0,0,136,0,0,13,0,0,0.01743589743589744,,,0.0016666666666666668,,,0,0,0,7408.125,85282480.0,14
SixtaTaraborell,2814556046,496,0,,761,286,103503,0,0,1,1,0,0,0,1,0,0,1,266,0,,,,,,,43,3,0,569.1020408163265,258022861.0,15
EmpireGameNews,367410658,424,32,13.25,65,1,91417,0,1,1,1,0,0,0,8,0,0,3,0,0,0.00125,,,0.00046875,,,0,0,0,29141.55,162168538.0,14
BTLRadioNews,95052610,1333,1093,1.2195791399817018,141,3475,51017,1,0,1,1,0,0,0,48,0,4,45,81947,0,0.00039563809005712026,0.0,0.00036596523330283625,0.00037091070942855026,0.9490428156160607,0.0,105,34,0,4339.845,107204543.0,12
BI_Strategy,65450350,56177,237,237.0337552742616,1627,20,45424,0,1,1,1,1,0,0,105,0,0,63,8841,0,0.03691983122362869,0.0,,0.022151898734177215,0.19842445461890656,,192,2,0,96856.635,97271467.0,11
KimesRanchJeans,266166023,2489,1533,1.6236138290932811,30,1050,4887,0,1,1,1,0,0,0,234,0,0,40,12,0,0.0007709185791377573,0.0,,0.0001317809536987619,0.003913894324853229,,2,0,0,133596.41,147210284.0,15
WarOnTheRocks,1444029422,77993,1172,66.54692832764505,1835,1555,101995,0,1,1,1,0,0,0,1140,0,0,505,74,0,0.005257817544506964,0.0,,0.0023291209298035237,0.004209328782707623,,15,1,0,1404.005,216140936.0,13
breakingclenews,186132475,1447,589,2.4567062818336165,80,9,165784,0,1,1,1,0,0,0,60,0,0,20,2,0,0.0005118973475185776,0.0,,0.00017063244917285921,0.003395585738539898,,70,0,0,278870.275,130526172.0,15
Coralville_IA,110435449,5096,57,89.40350877192982,71,849,4240,0,1,1,1,1,0,0,423,0,22,181,32,3,0.04638157894736842,0.0,0.01608187134502924,0.019846491228070178,0.03508771929824561,0.0021929824561403508,61,19,0,146850.755,112114301.0,13
ArcticFox2016,835789406703255553,4,19,0.21052631578947367,0,0,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,,,0.0,,,0,0,0,999117.5,335181097.0,13
StripDeals,276693808,17690,1219,14.511894995898277,142,2648,13925,0,1,0,1,0,0,0,30,0,2,15,1058,0,0.00017210025413470862,0.0,7.812805187702645e-05,8.605012706735431e-05,0.028930817610062894,0.0,46,0,0,358260.1494845361,148946733.0,10
English_Cocker,303426835,3399,1586,2.1431273644388398,44,520,37282,0,1,1,1,0,0,0,160,0,58,6,66037,1,0.0021931026920335543,0.0,0.0005299998172414423,8.224135095125829e-05,0.5016560567617253,9.137927883473143e-06,177,8,0,20509.348484848484,153176948.0,14
JFedinPhilly,23396754,3625,825,4.393939393939394,96,3480,6442,1,1,1,1,0,0,0,160,0,49,102,9644,23,0.0022816399286987523,0.0,0.0008734402852049911,0.0014545454545454545,0.2487169568020632,0.0004099821746880571,72,12,2,59268.02,83647815.0,12
click89sure,1257258762,1325,0,,916,510,288673,0,1,0,1,0,0,0,5,0,0,0,35,0,,,,,,,19,0,0,203.52061855670104,210007321.0,11
realtimesydney,113392808,971,438,2.2168949771689497,90,0,304358,0,1,1,1,0,0,0,3,0,0,1,537,0,3.441866868589523e-05,0.0,,1.1472889561965076e-05,1.226027397260274,,2,0,0,92510.05,112983722.0,14
RamTechVCU,2374257966,2764,1084,2.5498154981549814,36,1063,1669,1,0,1,1,0,0,0,2617,0,11,2556,1176,0,0.015575526723009164,0.0,0.001268450184501845,0.015212474705392217,0.029320833748878027,0.0,84,19,20,223268.265,241127052.0,10
PhoenixCP,56117318,2551,9,283.44444444444446,111,0,241898,1,1,1,1,0,0,0,6,0,0,2,0,0,0.003333333333333333,,,0.0011111111111111111,,,0,0,0,1025.37,94491642.0,9
reginadailynews,593007996,1027,208,4.9375,64,0,88071,0,1,1,1,0,0,0,2,0,0,5,0,0,4.807692307692308e-05,,,0.0001201923076923077,,,0,0,0,61241.965,185305982.0,15
LacreshaHoggle,2202509341,355,7,50.714285714285715,17,112,56445,0,0,1,1,0,0,1,4,0,0,4,0,0,0.002857142857142857,,,0.002857142857142857,,,0,0,0,6844.805,231915522.0,14
florrie1234,298314760,204,380,0.5368421052631579,2,1411,20770,1,1,1,1,0,0,0,55,0,22,1,681160,1,0.002453166815343443,0.0,0.001996370235934664,4.4603033006244425e-05,16.295693779904305,9.074410163339382e-05,135,22,8,141768.80808080808,152420892.0,11
IndianapolisCP,62169540,2019,5,403.8,90,1,332948,1,1,1,1,0,0,0,7,0,0,1,0,0,0.007000000000000001,,,0.001,,,0,0,0,918.02,96256436.0,14
TempieLanehart,2817049525,694,158,4.3924050632911396,475,0,112917,0,0,1,1,0,0,0,8,0,0,3,0,0,0.00025316455696202533,,,9.493670886075949e-05,,,0,0,0,9077.405,258123839.0,14
leafsbuzztap,27052197,16508,37,446.1621621621622,376,0,24861,0,1,1,1,0,0,0,47,0,0,15,355,0,0.014114114114114115,0.0,,0.0045045045045045045,0.08722358722358722,,110,1,0,34057.63,85253490.0,12
dreamteamfc,22503279,124403,672,185.1235119047619,517,7381,46902,1,0,1,1,1,0,0,9503,0,120,1488,481,10,0.1079493820428935,0.0,0.004464285714285714,0.016902944383860412,0.024681855500821016,0.0003720238095238095,71,13,0,16843.32,83090953.0,11
BeardedReds,2806531976,201,126,1.5952380952380953,12,1714,5576,0,0,0,1,0,0,0,20,0,4,8,35197,0,0.0011586142973004285,0.0,0.0022675736961451248,0.00046344571892017143,6.07263630089717,0.0,67,106,0,23990.05076142132,257651197.0,11
belmontnews,123171132,574,253,2.268774703557312,43,4,72990,0,1,1,1,0,0,0,23,0,0,2,2105,0,0.0004591368227731864,0.0,,3.992494111071187e-05,4.160079051383399,,22,2,0,124291.04,115714112.0,11
TehProGamer,585299905,389,98,3.9693877551020407,106,0,41835,0,0,0,1,0,0,0,40,0,0,13,0,0,0.0020408163265306124,,,0.000663265306122449,,,0,0,0,3172.19,184560109.0,11
BumpinUglies,21337609,4822,0,,54,6121,13704,0,1,1,1,1,0,0,1359,0,70,220,35106,9,,,,,,,132,38,0,116569.19672131147,82155091.0,12
Circa33,195847617,253,4,63.25,23,0,696,0,1,1,1,0,0,0,63,0,0,9,0,0,0.07875,,,0.01125,,,4,0,0,359380.72,132690638.0,7
SPORTalkEagles,3253097566,6692,5255,1.273453853472883,63,2250,1434,0,1,1,1,0,0,0,6281,0,3,3320,0,0,0.0060365789195475205,,0.000285442435775452,0.0031908043325740757,,0.0,13,3,0,176741.815,278654022.0,14
lllll71884119,3288168198,0,0,,0,0,1804,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,34130.85,284700297.0,13
CoryBalducci,2818027783,283,77,3.675324675324675,65,367,58399,0,0,1,1,0,0,0,5,0,0,2,0,0,0.0003246753246753247,,,0.00012987012987012987,,,0,0,0,9077.395,258154587.0,12
yskBaltimore,3391168513,104,71,1.4647887323943662,6,7,19525,1,1,1,1,0,0,0,1,0,0,0,30,0,7.077641729775638e-05,0.0,,0.0,0.4225352112676056,,1,1,0,9079.695,288004788.0,12
ConciergeVacSer,3894844632,72,371,0.1940700808625337,3,6,113,0,1,1,1,0,0,0,16,0,0,2,154,0,0.00042281063368743724,0.0,,5.2851329210929655e-05,0.04150943396226415,,11,0,0,322461.72321428574,291930009.0,15
ECTritons,54101553,3053,279,10.942652329749103,38,486,16290,1,1,1,1,0,0,0,919,0,3,178,21,1,0.017066874663398148,0.0,0.005376344086021506,0.003305662339591806,0.015053763440860216,0.0017921146953405018,46,11,0,8519.675,93929616.0,9
HomeinHalifax,26383670,1108,892,1.242152466367713,30,61,8477,1,1,1,1,0,0,0,60,0,0,3,0,0,0.0003363228699551569,,,1.681614349775785e-05,,,2,0,0,50762.95,85021202.0,13
snowalps,81182260,1100,2097,0.5245588936576061,20,674,15080,1,1,1,0,0,0,0,7,0,0,4,949,0,8.141712318410739e-05,0.0,,4.65240703909185e-05,0.002846234362956365,,159,0,0,398362.605,102194506.0,8
knarkse_flac,3226593596,15,9,1.6666666666666667,1,4,4748,0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,,,0.0005555555555555556,,,0,0,0,6798.3,279670810.0,12
AmazonLaunch,103617273,11041,0,,331,0,245821,0,1,1,1,0,0,0,4,0,0,12,0,0,,,,,,,0,0,0,15462.11,110222242.0,12
Istanbull,21391915,2231,4982,0.44781212364512246,23,26298,30808,1,1,0,1,0,0,0,1,0,0,1,414688,0,2.2302511262768186e-05,0.0,,2.2302511262768186e-05,0.4357971419623734,,198,21,0,20322.56,82210237.0,9
diyfeed,68937856,11487,1,11487.0,106,1,47778,0,1,1,1,0,0,0,54,0,0,16,0,0,0.27,,,0.08,,,0,0,0,5919.555,98356226.0,7
redwoodcitynow,125559323,2030,475,4.273684210526316,88,6,59033,0,1,1,1,0,0,0,14,0,0,3,2105,0,0.00014885699096225412,0.0,,3.189792663476874e-05,2.2157894736842105,,4,1,0,24785.835,116399029.0,14
SRHSNJ,138097502,1590,128,12.421875,25,233,16632,1,1,1,1,0,0,0,482,0,8,56,87,0,0.021155196629213485,0.0,0.020833333333333332,0.0024578651685393258,0.03577302631578947,0.0,24,1,9,223813.955,119550183.0,6
roseaffair,798772706,518,136,3.8088235294117645,17,0,92561,0,1,1,1,0,0,0,6,0,0,2,0,0,0.00022058823529411763,,,7.352941176470589e-05,,,0,0,0,246032.14,193687791.0,10
ideagirlmedia,223527899,11989,6781,1.7680283144079045,1284,1008,38569,1,1,1,1,0,0,0,55,0,2,23,1,0,4.138213315115162e-05,0.0,9.831391633485719e-05,1.7305255681390683e-05,0.0001474708745022858,0.0,51,1,0,26524.8,138733044.0,13
BI_contributors,224372609,64030,386,165.88082901554404,1425,92,127982,0,1,1,1,1,0,0,231,0,0,184,111,0,0.003053293856402665,0.0,,0.0024320609072644604,0.07189119170984457,,66,0,0,299612.625,138919997.0,15
AmzonBestseller,143499240,2449,0,,201,0,152222,0,1,1,1,0,0,0,2,0,0,10,0,0,,,,,,,0,0,0,15459.195,120847780.0,15
Pixelfish,10695762,2688,2615,1.0279158699808795,236,281076,266996,0,1,1,1,0,0,0,77,0,94,3,420575,3,0.0018403441682600383,0.0,0.0007048326022569639,7.17017208413002e-05,1.2184222724375688,2.2494657518839277e-05,182,33,0,824.4170854271357,43382841.0,9
OfficeSupport,2903085889,10451,120,87.09166666666667,109,12,34301,0,1,1,1,1,0,0,1,0,23,0,0,0,0.000641025641025641,,0.0010249554367201426,0.0,,0.0,200,0,0,3328.675,263337788.0,13
FlightsAndHotel,112435975,6707,8499,0.7891516649017531,275,67,27975,0,1,1,1,0,0,0,14,0,0,4,0,0,8.236263089775269e-06,,,2.3532180256500764e-06,,,0,0,0,257038.975,112715905.0,15
BestBookPromos1,572133987,1800,0,,184,1,108975,0,0,0,1,0,0,0,1,0,0,2,0,0,,,,,,,0,0,0,13342.495,183328586.0,15
RCDSB,567528864,4575,439,10.421412300683372,106,3309,16971,1,0,1,1,1,0,0,825,0,8,531,559,0,0.01879271070615034,0.0,0.009111617312072893,0.012095671981776765,0.01299335223838966,0.0,126,29,1,43282.275,182889512.0,5
graceconnectus,36679591,1239,1318,0.9400606980273141,28,46,17308,1,1,1,1,0,0,0,19,0,0,7,11,0,7.392708454923933e-05,0.0,,2.7236294307614488e-05,0.0016691957511380882,,5,0,0,53565.2,88181428.0,14
FDD_Iran,2485701836,5179,876,5.912100456621005,203,731,10939,0,0,1,1,0,0,0,430,0,0,191,82,0,0.0025835135784667146,0.0,,0.0011475606825282385,0.009360730593607305,,47,2,0,16483.28,246738240.0,8
parrythehoot,114590651,696,329,2.115501519756839,91,14685,109874,1,1,0,1,0,0,0,0,0,10,0,124517,3,0.0,0.0,0.0011257458065968703,0.0,2.2132814305266715,0.0003377237419790611,199,32,0,752.28,113356356.0,12
MacTrast,16711478,156664,322,486.53416149068323,8305,3164,59154,0,1,1,1,0,0,0,841,0,1,443,63,0,0.013462893001216622,0.0,0.0015527950310559005,0.007091630915028495,0.04891304347826087,0.0,6,1,0,15894.0,70920251.0,8
Bstbookpromos,183492948,1344,1759,0.7640704945992041,207,0,128836,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,,,0.0,,,1,0,0,213838.04,129958784.0,13
BestsellerSvcs,242157655,2362,0,,206,76,159749,0,1,1,1,0,0,0,6,0,0,16,0,0,,,,,,,0,0,0,721.495,142915733.0,14
spiritualcatalg,111334681,8424,7294,1.1549218535782835,237,0,232047,1,1,1,1,0,0,0,6,0,0,6,0,0,4.112969564025226e-06,,,4.112969564025226e-06,,,0,0,0,64665.08,112375354.0,15
TopBookPromos,245900461,3203,0,,203,0,147725,1,1,1,1,0,0,0,2,0,0,9,0,0,,,,,,,0,0,0,354.005,143662518.0,13
GlobeMetro,22814630,75039,183,410.04918032786884,1868,20,122133,1,1,1,1,1,0,0,98,0,0,103,2,0,0.002691050882829448,0.0,,0.0028283493972595217,0.01092896174863388,,1,0,0,2612.685,83270997.0,10
Southridge300,3688428081,48,10,4.8,1,36,81,0,1,0,1,0,0,0,33,0,6,34,2601,3,0.0559322033898305,0.0,0.075,0.0576271186440678,32.5125,0.0375,16,0,0,272377.17333333334,289594105.0,13
SchuckJH,449956663,1543,1118,1.3801431127012522,35,166162,40843,1,1,0,1,0,0,0,425,0,284,16,4610,4,0.007758022708188821,0.0,0.0018541974067351763,0.00029206673724946146,0.2945310503450038,2.6115456432889805e-05,157,19,62,5096.425,172260277.0,8
GreekCimPromo,1660402357,1317,1689,0.7797513321492007,4,76,4676,1,1,1,1,0,0,0,292,0,6,72,2840,4,0.000924509962228069,0.0,0.0005920663114268798,0.00022796136054938686,0.24020976063604838,0.0003947108742845865,15,0,0,138510.56,223227084.0,13
MobiHealthNews,106855826,31690,295,107.42372881355932,1091,8180,12609,0,0,1,1,0,0,0,488,0,0,424,210,0,0.010469856254022742,0.0,,0.009096760351855825,0.01694915254237288,,57,0,0,10817.945,111104955.0,14
etsyaddict2,3271791498,4209,1801,2.337034980566352,248,23,147725,0,1,1,1,0,0,0,27,0,0,52,0,0,7.495835646862855e-05,,,0.00014436424208772906,,,0,0,0,767.705,283435586.0,11
TopTenListsshow,620461796,3050,3009,1.0136257892987703,33,0,33338,0,1,0,1,0,0,0,6,0,0,4,0,0,9.970089730807577e-06,,,6.646726487205052e-06,,,0,0,0,9256.915,187920582.0,15
PhiladelphiaCP,57976284,4674,45,103.86666666666666,190,2,358611,1,1,1,1,0,0,0,11,0,0,10,0,0,0.0012222222222222222,,,0.0011111111111111111,,,0,0,0,870.605,95014645.0,14
NationRadio,19922979,18098,15926,1.136380761019716,141,14712,35540,1,1,1,1,0,0,0,696,0,6,160,129,1,0.00022411344777287261,0.0,0.0001255808112520407,5.1520332821350024e-05,0.004049981162878312,2.093013520867345e-05,13,2,1,20849.11,80679696.0,11
KitsonLA,140916146,5617,1024,5.4853515625,162,785,6018,1,1,0,1,0,0,0,1000,0,1,181,3018,3,0.006688784246575342,0.0,9.765625e-05,0.001210669948630137,0.07188452743902439,0.00029296875,83,9,111,41766.97969543147,120247286.0,8
princetonherald,57678023,975,26,37.5,18,2,3690,0,1,1,1,0,0,0,115,0,0,40,0,0,0.022115384615384613,,,0.007692307692307693,,,0,0,0,102528.355,94924511.0,15
UnwrittenPix,1135155296,88,51,1.7254901960784315,7,259,815,1,1,1,1,0,0,0,27,0,1,11,347,1,0.003095975232198142,0.0,0.0196078431372549,0.0012613232427473914,0.24299719887955182,0.0196078431372549,54,3,47,368138.545,206656832.0,12
shrewsweb,19735943,77763,433,179.59122401847574,695,4018,48912,1,1,1,1,1,0,0,6488,0,159,592,284,18,0.09136483974539515,0.0,0.024480369515011546,0.008336619162958374,0.03123281645221599,0.002771362586605081,60,11,14,5615.475,80343227.0,9
JohnstownHawks,584089750,6757,375,18.018666666666668,73,974,14633,1,1,1,1,0,0,0,2107,0,20,203,60,2,0.029571929824561402,0.0,0.02666666666666667,0.002849122807017544,0.02,0.0026666666666666666,17,5,0,25100.685,184447448.0,14
breakingstlnews,223214333,4555,678,6.718289085545723,241,21,115142,0,1,1,1,0,0,0,68,0,0,15,2,0,0.0005039949007574747,0.0,,0.0001111753457553253,0.0029498525073746312,,25,4,0,288606.455,138653485.0,15
calverthall,34110362,3529,98,36.01020408163265,37,4989,6582,1,1,1,1,0,0,0,3579,0,2,487,542,0,0.2685324129651861,0.0,0.006802721088435374,0.03653961584633854,0.09066577450652391,0.0,106,11,12,41609.825,87438762.0,11
iEPAclimate,2750140513,888,382,2.324607329842932,63,5,12321,1,1,1,1,0,0,0,8,0,0,5,0,0,0.00010471204188481675,,,6.544502617801048e-05,,,0,0,0,20681.7,255641352.0,11
Union_Network,619286729,109,48,2.2708333333333335,16,5,8425,0,1,1,1,0,0,0,11,0,0,6,1,0,0.0011515912897822446,0.0,,0.000628140703517588,0.020833333333333332,,88,0,0,403610.29,187811843.0,13
All_Ways_Apples,1580564678,404,237,1.7046413502109705,15,1189,1817,1,1,0,1,0,0,0,242,0,5,115,1167,1,0.007293550331525015,0.0,0.0023441162681669013,0.003465943339361061,0.09655001241002731,0.0004688232536333802,86,89,0,128723.925,220459764.0,15
OneRxApp,2906821907,141,264,0.5340909090909091,18,205,395,0,1,1,1,0,0,0,79,0,5,50,1580,3,0.002233152419719584,0.0,0.0012626262626262625,0.0014133876074174582,0.11734997029114676,0.0007575757575757576,89,37,0,194961.075,264890180.0,8
Urmum95040765,3987317116,0,0,,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,41051.117647058825,292253364.0,13
KathrynKolasa,2816765084,586,57,10.280701754385966,180,279,100749,0,0,1,1,0,0,0,4,0,0,2,0,0,0.00035087719298245617,,,0.00017543859649122808,,,0,0,0,9200.11,258114155.0,13
FostersDailyDem,19334875,17539,443,39.591422121896166,384,489,50209,0,1,1,1,0,0,0,61,0,0,27,346,0,0.00254995401722264,0.0,,0.001128668171557562,0.005349577909026253,,154,2,0,17696.445,79702257.0,15
allaboutdigifun,70160660,92,0,,7,0,71337,0,1,0,1,0,0,0,2,0,0,0,0,0,,,,,,,24,24,0,114040.19,98729851.0,15
blankyhanky5,3092688066,7,219,0.0319634703196347,0,1,739,0,0,0,0,0,0,0,0,0,0,15,46,0,0.0,0.0,0.0,0.0003476809679438148,0.1050228310502283,0.0,4,1,0,73504.175,273656256.0,12
Rampantredlion1,2768751556,3783,3701,1.022156174007025,48,89540,120968,0,0,0,1,0,0,0,11,0,0,7,284523,0,0.0002701972439881113,0.0,,0.0001719437007197072,0.4067583621758169,,190,75,0,2183.895,257678665.0,15
blankyhanky4,3091294988,5,257,0.019455252918287938,0,1,740,0,0,0,1,0,0,0,0,0,0,7,46,0,0.0,0.0,0.0,0.00013826068063757925,0.08949416342412451,0.0,4,1,0,73504.175,273623240.0,12
SailingFansclub,991861232,2254,1620,1.391358024691358,55,0,29990,0,1,0,1,0,0,0,10,0,0,4,0,0,3.08641975308642e-05,,,1.234567901234568e-05,,,0,0,0,28722.74,201822957.0,15
ElvisAndPodcast,3178013531,54,52,1.0384615384615385,2,103,229,0,0,0,0,0,0,0,255,0,8,114,17,2,0.026796973518284993,0.0,0.017094017094017092,0.011979823455233293,0.040865384615384616,0.004273504273504273,37,7,0,580425.08,276382518.0,15
MsBrooke_Lynn,205050512,289,1058,0.2731568998109641,20,9004,97150,1,1,0,1,0,0,0,46,0,32,3,959863,0,0.0004830917874396135,0.0,0.0006575162324319882,3.15059861373661e-05,14.175670486767485,0.0,110,57,0,1361.04,134617228.0,13
LoneOakRanch,93846617,62,111,0.5585585585585585,0,1,630,0,1,1,0,0,0,0,19,0,0,1,0,0,0.0008558558558558559,,,4.5045045045045046e-05,,,0,0,0,298482.875,106747875.0,12
MiwanakamuraEBS,2311121827,1421,1841,0.7718631178707225,12,0,92175,0,0,0,1,0,0,0,0,0,2,0,0,0,0.0,,1.0863661053775122e-05,0.0,,0.0,100,0,0,283646.81,237785669.0,15
OHS_SRC,1463287783,715,608,1.175986842105263,4,397,1370,1,1,1,1,0,0,0,518,0,3,172,771,1,0.005916483918128655,0.0,0.0024671052631578946,0.001964546783625731,0.023483187134502925,0.0008223684210526315,63,3,47,276228.77,216771532.0,7
BarbecueFresh,891455072,2204,2366,0.9315300084530854,25,2,22332,0,0,1,1,0,0,0,8,0,0,3,0,0,1.69061707523246e-05,,,6.3398140321217245e-06,,,0,0,0,7098.705,197746672.0,13
ACMEBodyPaint,2790652778,13,8,1.625,0,1,743,0,1,1,1,0,0,0,5,0,7,0,0,0,0.005122950819672131,,0.011217948717948718,0.0,,0.0,71,0,0,95018.055,256944601.0,13
blankyhanky15,3093429905,5,202,0.024752475247524754,0,1,738,0,0,0,1,0,0,0,0,0,0,7,46,0,0.0,0.0,0.0,0.0001759059154646429,0.11386138613861387,0.0,4,1,0,73504.175,273705696.0,13
blankyhanky19,3093436841,5,230,0.021739130434782608,0,1,734,0,0,0,0,0,0,0,0,0,0,7,46,0,0.0,0.0,0.0,0.00015449128227764292,0.1,0.0,4,1,0,73504.175,273705878.0,13
blankyhanky17,3093394527,3,248,0.012096774193548387,0,1,739,0,0,0,0,0,0,0,0,0,0,6,46,0,0.0,0.0,0.0,0.00012280989028983134,0.09274193548387097,0.0,4,1,0,73504.175,273705785.0,13
blankyhanky10,3092731824,5,220,0.022727272727272728,0,1,740,0,0,0,1,0,0,0,0,0,0,6,46,0,0.0,0.0,0.0,0.00013844023996308262,0.10454545454545454,0.0,4,1,0,73504.175,273657226.0,13
blankyhanky11,3092737680,6,309,0.019417475728155338,0,1,743,0,0,0,0,0,0,0,0,0,0,6,46,0,0.0,0.0,0.0,9.856586664038244e-05,0.0744336569579288,0.0,4,1,0,73504.175,273657374.0,13
